shipment_id,vendor,product,revenue,duty_expense,tax_expense,total_landed_cost,hsn_code,category,status,invoice_date,risk_score,risk_level,origin,destination
SHN-BA27015A,Brendan Sweed,"Sauder Stackable Bookrack, Pine",6371.84,637.1840000000001,1261.6243200000001,8270.64832,FUR-BO-5972,Raw Materials,Pending,2012-08-24,15,Low,El Salvador,El Salvador
SHN-B0930B06,SuperStore,"Lesro Round Table, Fully Assembled",11609.12,1160.912,2298.60576,15068.637760000001,FUR-TA-5063,Raw Materials,Paid,2013-01-22,15,Low,Spain,Spain
SHN-FAA68CF3,SuperStore,"Bevis Computer Table, Fully Assembled",3115.4700000000003,311.547,616.86306,4043.8800600000004,FUR-TA-3418,Raw Materials,Paid,2012-08-12,15,Low,China,China
SHN-3F673630,SuperStore,Dixon Ticonderoga Core-Lock Colored Pencils,29.16,2.9160000000000004,5.77368,37.84968,OFF-AR-3971,Raw Materials,Paid,2012-09-24,15,Low,,United States
SHN-C7BD641C,SuperStore,"Hon Executive Leather Armchair, Black",457.14,45.714,90.51371999999999,593.36772,FUR-CH-4655,Office Rent,Paid,2012-08-08,5,Low,Lebanon,Lebanon
SHN-C1E1BA16,SuperStore,"Cisco Audio Dock, with Caller ID",1392.84,139.284,275.78231999999997,1807.9063199999998,TEC-PH-3787,Raw Materials,Paid,2013-02-07,15,Low,France,France
SHN-18D99DC4,SuperStore,"Hon Wood Table, with Bottom Storage",28337.600000000002,2833.76,5610.8448,36782.2048,FUR-TA-4713,Raw Materials,Paid,2012-05-03,15,Low,El Salvador,El Salvador
SHN-B82DDBEF,SuperStore,"Canon Fax Machine, High-Speed",2649.87,397.48049999999995,548.52309,3595.87359,8471,Raw Materials,Paid,2012-10-25,15,Low,Indonesia,Indonesia
SHN-22DFB5CD,SuperStore,"Safco 3-Shelf Cabinet, Pine",3676.08,367.608,727.86384,4771.55184,FUR-BO-5747,Raw Materials,Paid,2013-02-12,15,Low,New Zealand,New Zealand
SHN-0D180DC4,SuperStore,"Hewlett Personal Copier, Color",524.56,52.455999999999996,103.86287999999999,680.87888,TEC-CO-4586,Raw Materials,Paid,2012-07-19,15,Low,Australia,Australia
SHN-7A4A502B,SuperStore,"Eldon Lockers, Industrial",8749.019999999999,874.9019999999999,1732.3059599999997,11356.227959999998,OFF-ST-4079,Raw Materials,Paid,2012-10-21,15,Low,Australia,Australia
SHN-210BE5D8,"Binders, Office Supplies",Angle-D Ring Binders,6.56,0.656,1.2988799999999998,8.51488,OFF-BI-3119,Raw Materials,Paid,2012-05-22,15,Low,,United States
SHN-FC614C21,SuperStore,"Brother Wireless Fax, Laser",378.81,37.881,75.00438,491.69538,TEC-CO-3611,Raw Materials,Paid,2012-02-02,15,Low,Germany,Germany
SHN-87183E0A,SuperStore,"Hon Rocking Chair, Black",3076.56,307.656,609.15888,3993.37488,FUR-CH-4682,Raw Materials,Paid,2012-04-03,15,Low,Colombia,Colombia
SHN-429F9B74,Sean O'Donnell,"Canon Fax Machine, High-Speed",842.56,126.38399999999999,174.40992,1143.35392,8440,Raw Materials,Paid,2012-06-16,15,Low,Mexico,Mexico
SHN-676BCE58,SuperStore,Motorola L804,110.38,11.038,21.85524,143.27324,TEC-PH-5257,Raw Materials,Paid,2012-05-22,15,Low,,United States
SHN-87C9253D,"Appliances, Office Supplies","Breville Microwave, Silver",302.46,30.246,59.88707999999999,392.59307999999993,OFF-AP-3572,Raw Materials,Pending,2012-09-18,15,Low,United States,Russia
SHN-59E97E5C,SuperStore,"Belkin Router, Erganomic",6157.4400000000005,615.7440000000001,1219.1731200000002,7992.3571200000015,TEC-AC-3403,Raw Materials,Paid,2012-09-11,15,Low,Mexico,Mexico
SHN-F203AB18,SuperStore,"Cisco Smart Phone, with Caller ID",16356.0,1635.6000000000001,3238.488,21230.088,TEC-PH-3807,Raw Materials,Pending,2012-12-23,15,Low,China,Inner Mongolia
SHN-21022C80,SuperStore,"KitchenAid Microwave, Black",20824.47,2082.447,4123.24506,27030.162060000002,OFF-AP-4956,Raw Materials,Paid,2012-03-20,15,Low,Vietnam,Vietnam
SHN-2020C9B0,SuperStore,"Tenex Lockers, Blue",10003.35,1000.335,1980.6633000000002,12984.348300000001,OFF-ST-6261,Raw Materials,Pending,2012-08-31,15,Low,China,China
SHN-3397AE6C,SuperStore,Vtech CS6719,1919.8,191.98000000000002,380.12039999999996,2491.9003999999995,TEC-PH-6347,Raw Materials,Paid,2012-10-25,15,Low,,United States
SHN-C179DA34,SuperStore,Hoover Upright Vacuum With Dirt Cup,10423.08,1042.308,2063.76984,13529.15784,OFF-AP-4750,Raw Materials,Paid,2012-12-27,15,Low,United States,United States
SHN-D734B351,Sam Zeldin,"Sharp Wireless Fax, Digital",28800.36,2880.036,5702.47128,37382.86728,"Copiers, Technology, TEC-CO-6010",Raw Materials,Paid,2012-11-08,15,Low,China,China
SHN-8C7108FB,Unknown Vendor,Unknown Product,0.0,0.0,0.0,0.0,,Other,Unknown,2026-04-17,5,Low,Unknown,Unknown
SHN-A31B17D2,SuperStore,"Ikea Classic Bookcase, Metal",13323.18,1332.3180000000002,2637.98964,17293.48764,FUR-BO-4848,Raw Materials,Paid,2012-09-23,15,Low,Australia,Australia
SHN-4F4AFEB6,Adam Hart,"Harbour Creations Steel Folding Chair, Set of Two",7300.17,730.017,1445.43366,9475.62066,FUR-CH-4560,Raw Materials,Paid,2012-08-22,15,Low,Australia,Australia
SHN-7710BBDF,SuperStore,"Brother Copy Machine, Laser",1047.72,104.772,207.44856,1359.94056,TEC-CO-3589,Raw Materials,Paid,2012-07-15,15,Low,Austria,Austria
SHN-CCEAD002,SuperStore,"Ikea Library with Doors, Mobile",3122.44,312.244,618.24312,4052.9271200000003,FUR-BO-4861,Raw Materials,Paid,2012-12-08,15,Low,Mexico,Mexico
SHN-ECB90430,SuperStore,"Smead Lockers, Industrial",38984.4,3898.4400000000005,7718.9112000000005,50601.751200000006,OFF-ST-6047,Raw Materials,Paid,2012-02-15,15,Low,,South Africa
SHN-539EDB76,SuperStore,"Safco Classic Bookcase, Metal",3544.6499999999996,354.465,701.8407,4600.9556999999995,FUR-BO-5760,Raw Materials,Paid,2012-09-20,15,Low,USA,France
SHN-2CB2EABC,"Binders, Office Supplies",GBC Recycled VeloBinder Covers,68.16,6.816,13.49568,88.47167999999999,OFF-BI-4364,Raw Materials,Paid,2012-10-30,15,Low,,United States
SHN-DF22B7D4,Barry Gonzalez,"Global Stack Chair with Arms, Black",749.5,74.95,148.401,972.8510000000001,FUR-CH-4422,Raw Materials,Paid,2012-11-04,15,Low,,United States
SHN-8F8F76D3,SuperStore,"Canon Copy Machine, Digital",2356.02,235.602,466.49195999999995,3058.1139599999997,"Copiers, Technology, TEC-CO-3679",Raw Materials,Paid,2012-04-10,15,Low,Germany,Germany
SHN-CE89187E,SuperStore,"Rogers File Cart, Industrial",4625.599999999999,462.55999999999995,915.8688,6004.0288,OFF-ST-5692,Raw Materials,Paid,2012-05-19,15,Low,El Salvador,El Salvador
SHN-D96CD88C,SuperStore,"Nokia Signal Booster, with Caller ID",2184.0,218.4,432.432,2834.8320000000003,,Raw Materials,Paid,2013-02-14,15,Low,India,India
SHN-98547D32,SuperStore,"Sharp Fax Machine, High-Speed",7346.25,734.625,1454.5575,9535.432499999999,"Copiers, Technology, TEC-CO-5999",Raw Materials,Pending,2012-08-08,15,Low,Germany,Germany
SHN-CCCAA8EF,SuperStore,Xerox,55.48,5.548,10.98504,72.01304,OFF-PA-6494,Office Rent,Paid,2012-04-05,5,Low,United States,United States
SHN-22BD60CF,Zuschuss Carroll,"Cuisinart Stove, Silver",21130.34,2113.034,4183.80732,27427.18132,OFF-AP-3874,Office Rent,Paid,2012-09-22,5,Low,Germany,Germany
SHN-202B1B77,SuperStore,"Barricks Computer Table, Fully Assembled",7668.96,766.8960000000001,1518.45408,9954.31008,FUR-TA-3341,Raw Materials,Paid,2012-01-31,15,Low,,New Zealand
SHN-A0ED8810,Toby Swindell,"Novimex Executive Leather Armchair, Adjustable",7288.32,728.832,1443.08736,9460.23936,FUR-CH-5378,Raw Materials,Pending,2012-11-06,15,Low,,New Zealand
SHN-89B4A932,SuperStore,"Hamilton Beach Refrigerator, Red",3000.7799999999997,300.078,594.1544399999999,3895.0124399999995,OFF-AP-4502,Raw Materials,Paid,2012-11-13,15,Low,Brazil,Brazil
SHN-136939BE,SuperStore,"Safco Classic Bookcase, Mobile",2820.28,282.028,558.41544,3660.7234399999998,FUR-BO-5761,Raw Materials,Paid,2012-09-20,15,Low,Argentina,Argentina
SHN-5C3DE903,SuperStore,"Eldon Door Stop, Black",4012.7999999999997,401.28,794.5344,5208.6144,FUR-FU-4040,Raw Materials,Paid,2012-02-28,15,Low,USA,South Korea
SHN-97E75501,SuperStore,"Brother Fax Machine, High-Speed",1266.96,126.69600000000001,250.85807999999997,1644.51408,Unknown,Raw Materials,Paid,2013-02-26,15,Low,Unknown,Senegal
SHN-7A80BD31,SuperStore,"Office Star Executive Leather Armchair, Black",3786.18,378.618,749.66364,4914.4616399999995,FUR-CH-5442,Raw Materials,Paid,2012-11-01,15,Low,USA,Germany
SHN-79F07D44,SuperStore,"Harbour Creations Executive Leather Armchair, Adjustable",1015.68,101.568,201.10464,1318.35264,FUR-CH-4530,Raw Materials,Paid,2012-11-11,15,Low,Dominican Republic,Dominican Republic
SHN-94035DCE,SuperStore,"SanDisk Message Books, Recycled",854.28,85.428,169.14744,1108.85544,OFF-PA-5879,Office Rent,Paid,2012-01-10,5,Low,Hungary,Hungary
SHN-CEB55032,Sample Company A,"Bush Library with Doors, Pine",3656.7000000000003,365.6700000000001,724.0266,4746.3966,9403,Raw Materials,Paid,2012-09-11,15,Low,Argentina,Argentina
SHN-29D5B8A5,OFF-BI-3732,"Cardinal HOLDit! Binder Insert Strips, Extra Strips",248.15000000000003,24.815000000000005,49.133700000000005,322.0987,,Raw Materials,Paid,2012-12-29,15,Low,,United States
SHN-9D15E5DD,SuperStore,"Bush Classic Bookcase, Mobile",10380.0,1038.0,2055.24,13473.24,FUR-BO-3625,Raw Materials,Paid,2012-02-24,15,Low,Belgium,Belgium
SHN-E3A04DEB,SuperStore,"Wilson Jones Binding Machine, Clear",2372.58,237.258,469.7708399999999,3079.60884,OFF-BI-6382,Office Rent,Paid,2012-08-14,5,Low,United Kingdom,United Kingdom
SHN-A790CEAC,SuperStore,"Eldon Lockers, Blue",1899.92,189.99200000000002,376.18416,2466.09616,OFF-ST-4078,Raw Materials,Paid,2012-04-17,15,Low,Italy,Italy
SHN-DE8FA77D,SuperStore,"Safco Classic Bookcase, Traditional",7886.700000000001,788.6700000000001,1561.5666,10236.9366,FUR-BO-5763,Raw Materials,Paid,2012-12-27,15,Low,Netherlands,Netherlands
SHN-A58DA61E,Mahogany Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame",137.10000000000002,13.710000000000003,27.145800000000005,177.95580000000004,FUR-FU-4048,Raw Materials,Paid,2012-03-14,15,Low,United States,United States
SHN-E92822F9,SuperStore,"Breville Microwave, Black",7869.82,786.982,1558.22436,10215.02636,OFF-AP-3570,Raw Materials,Paid,2012-11-21,15,Low,Dominican Republic,Dominican Republic
SHN-9C8A8C9F,SuperStore,"Breville Microwave, White",13223.42,1322.342,2618.23716,17163.99916,OFF-AP-3573,Raw Materials,Paid,2012-04-04,15,Low,,France
SHN-44C5C2C5,SuperStore,"StarTech Inkjet, Wireless Machines, Technology, TEC-MA-6142",4828.32,482.832,956.00736,6267.15936,TEC-MA-6142,Raw Materials,Paid,2013-01-12,15,Low,United Kingdom,United Kingdom
SHN-53A3A3A5,SuperStore,"Ikea Classic Bookcase, Pine",7931.52,793.152,1570.4409600000001,10295.11296,FUR-BO-4850,Raw Materials,Paid,2013-01-09,15,Low,Mexico,Mexico
SHN-61A3FA26,SuperStore,"HP Ink, Color",2082.24,208.224,412.28351999999995,2702.74752,Unknown,Raw Materials,Pending,2012-05-01,15,Low,Singapore,Singapore
SHN-1005F3E6,"Storage, Office Supplies","Fellowes Trays, Wire Frame",4115.97,411.59700000000004,814.96206,5342.52906,OFF-ST-4296,Office Rent,Paid,2012-09-07,5,Low,Spain,Spain
SHN-91DDA44C,"Chairs, Furniture, FUR-CH-5448","Office Star Rocking Chair, Red",1141.3799999999999,114.13799999999999,225.99323999999996,1481.5112399999998,9401,Raw Materials,Paid,2012-12-19,15,Low,France,France
SHN-C73F93C3,SuperStore,"Ibico Binding Machine, Clear",3420.63,342.06300000000005,677.28474,4439.97774,OFF-BI-4815,Raw Materials,Paid,2012-10-18,15,Low,Indonesia,Indonesia
SHN-33DF6E77,SuperStore,"HP Fax and Copier, Laser",11064.96,1106.4959999999999,2190.8620799999994,14362.318079999997,TEC-CO-4772,Raw Materials,Pending,2012-11-10,15,Low,,Malaysia
SHN-9294E146,SuperStore,"Office Star Rocking Chair, Black",10095.210000000001,1009.5210000000002,1998.8515800000002,13103.582580000002,FUR-CH-5447,Raw Materials,Paid,2012-09-07,15,Low,France,France
SHN-15BFC968,SuperStore,Office Star - Mid Back Dual function Ergonomic High Back Chair,2318.12,231.812,458.9877599999999,3008.9197599999998,FUR-CH-5430,Raw Materials,Paid,2012-09-21,15,Low,United States,United States
SHN-3F096C8C,SuperStore,"Chromcraft Conference Table, Fully Assembled",16783.5,1678.3500000000001,3323.133,21784.983,FUR-TA-3764,Raw Materials,Pending,2012-01-21,15,Low,Nicaragua,Nicaragua
SHN-B1D0B4CC,SuperStore,"Harbour Creations Steel Folding Chair, Black",381.84,38.184,75.60432,495.62832000000003,FUR-CH-4558,Raw Materials,Paid,2012-03-24,15,Low,China,China
SHN-BE72C6BD,SuperStore,"Wilson Jones Binding Machine, Recycled",1775.52,177.55200000000002,351.55296,2304.62496,OFF-BI-6385,Raw Materials,Pending,2012-03-31,15,Low,,Italy
SHN-B804CC1F,FUR-CH-5774,"SAFCO Executive Leather Armchair, Black",7344.0,734.4000000000001,1454.1119999999999,9532.511999999999,,Raw Materials,Paid,2012-08-18,15,Low,China,China
SHN-82481038,,,0.0,0.0,0.0,0.0,,,,2023-06-05,5,Low,,
SHN-7B349194,SuperStore,"Brother Fax Machine, Digital",10309.02,1030.902,2041.18596,13381.107960000001,,Raw Materials,Paid,2012-06-21,15,Low,,Australia
SHN-F1961B06,SuperStore,"Apple Smart Phone, Full Size",22903.56,2290.356,4534.90488,29728.82088,TEC-PH-3148,Raw Materials,Pending,2012-09-13,15,Low,Democratic Republic of the Congo,Democratic Republic of the Congo
SHN-FB31773B,SuperStore,Avery 514 Labels,72.0,7.2,14.256,93.456,OFF-LA-3236,Office Rent,Paid,2012-09-02,5,Low,,United States
SHN-2A5D44B4,SuperStore,"Global Deluxe Stacking Chair, Gray",367.04999999999995,36.705,72.67589999999998,476.43089999999995,FUR-CH-4403,Raw Materials,Paid,2012-10-02,15,Low,,United States
SHN-3A2353E7,SuperStore,"Samsung Smart Phone, Cordless",5751.0,575.1,1138.698,7464.798000000001,TEC-PH-5839,Raw Materials,Paid,2012-09-21,15,Low,India,India
SHN-D9ADB354,SuperStore,"Safco 3-Shelf Cabinet, Mobile",4284.0,428.40000000000003,848.2319999999999,5560.632,9403,Raw Materials,Paid,2012-11-15,15,Low,China,United States
SHN-9FBB498C,SuperStore,"Memorex Router, Erganomic Accessories, Technology, TEC-AC-5224",3904.32,390.432,773.0553600000001,5067.807360000001,,Raw Materials,Paid,2013-01-27,15,Low,Central African Republic,Bangui
SHN-E998C816,Eugene Hildebrand,"Panasonic Inkjet, White",11410.91,1141.0910000000001,2259.36018,14811.36118,TEC-MA-5548,Raw Materials,Paid,2012-07-07,15,Low,Philippines,Philippines
SHN-F274278C,SuperStore,"Office Star Swivel Stool, Adjustable",6351.48,635.148,1257.59304,8244.22104,FUR-CH-5454,Office Rent,Paid,2012-05-17,5,Low,Austria,Austria
SHN-72D5179E,SuperStore,"Bevis Computer Table, Fully Assembled",9523.02,952.3020000000001,1885.5579599999999,12360.87996,FUR-TA-3418,Raw Materials,Paid,2012-12-26,15,Low,Mexico,Mexico
SHN-93B6342E,"Machines, Technology, TEC-MA-5011","Konica Phone, Red",4083.66,408.366,808.56468,5300.590679999999,,Raw Materials,Paid,2012-11-22,15,Low,Germany,Germany
SHN-74EC9441,OFF-AR-3494,"Binney & Smith Pencil Sharpener, Water Color Art",5850.599999999999,585.06,1158.4188,7594.078799999999,,Raw Materials,Pending,2012-01-19,15,Low,Zambia,Zambia
SHN-9B3646D3,SuperStore,"Avery Labels, Office Supplies, OFF-LA-3206",3.69,0.369,0.73062,4.78962,OFF-LA-3206,Raw Materials,Paid,2012-12-19,15,Low,,United States
SHN-28152EF3,SuperStore,"KitchenAid Refrigerator, White",526.08,52.608000000000004,104.16384000000001,682.8518400000002,OFF-AP-4963,Raw Materials,Paid,2012-04-07,15,Low,Guinea,Guinea
SHN-D5E8C678,SuperStore,"Harbour Creations Rocking Chair, Adjustable",4846.38,484.63800000000003,959.5832399999999,6290.60124,FUR-CH-4544,Raw Materials,Paid,2012-06-21,15,Low,Germany,Germany
SHN-0EEB2063,SuperStore,"Global Push Button Manager's Chair, Indigo",48.71,4.871,9.64458,63.22558,FUR-CH-4421,Raw Materials,Paid,2012-03-06,15,Low,,United States
SHN-0FDBCDC5,SuperStore,"Hewlett Wireless Fax, Digital Copiers, Technology, TEC-CO-4591",8546.2,854.6200000000001,1692.1476000000002,11092.967600000002,,Raw Materials,Paid,2012-09-22,15,Low,,Australia
SHN-84E123D4,SuperStore,"Safco Library with Doors, Pine",36376.0,3637.6000000000004,7202.447999999999,47216.047999999995,FUR-BO-5787,Raw Materials,Paid,2013-01-10,15,Low,Indonesia,Indonesia
SHN-2A620A45,SuperStore,"Hon Conference Table, Adjustable Height",14778.72,1477.872,2926.1865599999996,19182.77856,FUR-TA-4645,Raw Materials,Paid,2012-10-05,15,Low,,New Zealand
SHN-814EC972,SuperStore,Xerox 1931,186.60000000000002,18.660000000000004,36.9468,242.20680000000002,OFF-PA-6485,Raw Materials,Paid,2012-08-22,15,Low,,United States
SHN-4BF11BC5,SuperStore,EcoTones Memo Sheets,16.0,1.6,3.168,20.768,OFF-PA-4014,Raw Materials,Paid,2012-05-12,15,Low,,United States
SHN-0FD0A962,SuperStore,"Lesro Wood Table, Adjustable Height",2958.6000000000004,295.86000000000007,585.8028,3840.2628000000004,,Raw Materials,Paid,2012-06-02,15,Low,China,China
SHN-7AE976F1,SuperStore,"Okidata Card Printer, Durable",703.8,70.38,139.3524,913.5323999999999,TEC-MA-5497,Raw Materials,Paid,2012-06-19,15,Low,Cameroon,Cameroon
SHN-48334557,SuperStore,"Hewlett Copy Machine, Color",2356.83,235.683,466.65234,3059.16534,"Copiers, Technology, TEC-CO-4568",Raw Materials,Paid,2012-05-17,15,Low,India,India
SHN-8FF6D379,SuperStore,"Smead Lockers, Industrial",4773.6,477.36000000000007,945.1727999999999,6196.1328,OFF-ST-6047,Raw Materials,Paid,2013-02-17,15,Low,Brazil,Brazil
SHN-5648F50A,"Furnishings, Furniture","Deflect-O Frame, Erganomic",7921.349999999999,792.135,1568.4272999999998,10281.912299999998,FUR-FU-3943,Raw Materials,Paid,2012-04-18,15,Low,Australia,Australia
SHN-0FB2AE74,SuperStore,"Ikea Classic Bookcase, Traditional",5146.900000000001,514.69,1019.0862,6680.6762,FUR-BO-4851,Raw Materials,Paid,2012-05-31,15,Low,Ireland,Ireland
SHN-A7CC7D24,SuperStore,"HP Fax Machine, High-Speed",4959.049999999999,495.905,981.8918999999997,6436.846899999999,TEC-CO-4775,Raw Materials,Paid,2012-09-13,15,Low,Mexico,Mexico
SHN-3FD39EC3,SuperStore,Avaya IP Phone 1140E VoIP phone,6974.75,697.475,1381.0005,9053.2255,TEC-PH-3183,Raw Materials,Paid,2012-10-17,15,Low,,United States
SHN-97DD4E79,SuperStore,"Enermax Router, Bluetooth",9299.880000000001,929.9880000000002,1841.37624,12071.24424,TEC-AC-4185,Raw Materials,Paid,2012-10-31,15,Low,Saudi Arabia,Saudi Arabia
SHN-3CA23069,SuperStore,"Harbour Creations Executive Leather Armchair, Red",6852.4,685.24,1356.7751999999998,8894.4152,FUR-CH-4532,Raw Materials,Paid,2012-04-26,15,Low,USA,France
SHN-9EE09D51,SuperStore,"Fellowes Lockers, Single Width",2211.84,221.18400000000003,437.94432000000006,2870.9683200000004,OFF-ST-4268,Raw Materials,Paid,2012-09-28,15,Low,El Salvador,El Salvador
SHN-3002760B,SuperStore,"Panasonic Printer, White",8653.4,865.34,1713.3732,11232.1132,"Machines, Technology, TEC-MA-5573",Raw Materials,Paid,2012-10-02,15,Low,Mexico,Mexico
SHN-1726FD9C,Don Miller,"Samsung Audio Dock, Full Size",4203.0,756.54,892.7171999999999,5852.2572,8518,Raw Materials,Paid,2012-08-02,15,Low,India,India
SHN-CCE044DD,"Appliances, Office Supplies","Breville Refrigerator, White",6468.400000000001,646.8400000000001,1280.7432000000001,8395.9832,OFF-AP-3577,Raw Materials,Paid,2013-01-09,15,Low,,Sweden
SHN-8D551836,SuperStore,"Apple Signal Booster, with Caller ID",6026.3,1084.734,1279.9861199999998,8391.02012,8517,Raw Materials,Paid,2012-03-07,15,Low,Australia,Australia
SHN-E6ACF1FB,SuperStore,"Harbour Creations Executive Leather Armchair, Adjustable",15266.22,1526.622,3022.71156,19815.55356,FUR-CH-4530,Raw Materials,Paid,2012-11-02,15,Low,Australia,Australia
SHN-0D8B2B64,Russell D'Ascenzo,"Safco Classic Bookcase, Mobile",4700.48,470.048,930.6950399999998,6101.223039999999,FUR-BO-5761,Raw Materials,Paid,2012-11-24,15,Low,Guatemala,Guatemala
SHN-69FB1233,SuperStore,Staples,46.24,4.6240000000000006,9.155520000000001,60.01952000000001,OFF-FA-6129,Raw Materials,Paid,2012-12-26,15,Low,,United States
SHN-04456AA3,SuperStore,"Safco Classic Bookcase, Traditional",3943.3500000000004,394.33500000000004,780.7833,5118.4683,FUR-BO-5763,Raw Materials,Paid,2012-02-29,15,Low,United Kingdom,England
SHN-2E47397F,SuperStore,"Sauder 3-Shelf Cabinet, Metal",942.0,94.2,186.516,1222.7160000000001,,Logistics Fees,Paid,2012-06-09,5,Low,Vietnam,Vietnam
SHN-AD4A08A2,SuperStore,"StarTech Inkjet, Wireless",4828.32,482.832,956.00736,6267.15936,TEC-MA-6142,Raw Materials,Paid,2012-07-17,15,Low,United Kingdom,United Kingdom
SHN-A754E127,Tom Ashbrook,"Office Star Swivel Stool, Adjustable",13832.14,1383.214,2738.76372,17954.11772,FUR-CH-5454,Office Rent,Paid,2013-02-21,5,Low,Turkey,Turkey
SHN-235099BB,SuperStore,"Konica Inkjet, White Machines, Technology, TEC-MA-5007",2981.68,298.168,590.3726399999999,3870.22064,,Raw Materials,Paid,2012-09-11,15,Low,Australia,Australia
SHN-EFFC86CF,"Chairs, Furniture, FUR-CH-4558","Harbour Creations Steel Folding Chair, Black",9546.0,954.6,1890.108,12390.708,,Raw Materials,Paid,2012-08-16,15,Low,Russia,Russia
SHN-67E3A632,Jason Klamczynski,"Harbour Creations Bag Chairs, Red",985.92,98.592,195.21215999999998,1279.72416,FUR-CH-4520,Raw Materials,Pending,2012-05-01,15,Low,China,China
SHN-7F649DBC,Frank Preis,"Sauder Classic Bookcase, Metal",6270.48,627.048,1241.5550399999997,8139.0830399999995,FUR-BO-5948,Raw Materials,Paid,2012-10-02,15,Low,Australia,Australia
SHN-E3791B7B,"Copiers, Technology, TEC-CO-3604","Brother Personal Copier, Color",12195.949999999999,1829.3924999999997,2524.5616499999996,16549.90415,8471,Raw Materials,Paid,2012-06-05,15,Low,Pakistan,Pakistan
SHN-B873CD69,SuperStore,"Chromcraft Conference Table, with Bottom Storage",1570.8000000000002,157.08000000000004,311.0184,2038.8984,"Tables, Furniture, FUR-TA-3766",Raw Materials,Paid,2012-11-08,15,Low,Venezuela,Venezuela
SHN-C2D66052,SuperStore,"Sauder 3-Shelf Cabinet, Mobile",3045.6000000000004,304.56000000000006,603.0288,3953.1888000000004,FUR-BO-5941,Raw Materials,Paid,2012-05-20,15,Low,Netherlands,Netherlands
SHN-8E0AC6AA,OIC,Stacking Trays by OIC,124.5,12.450000000000001,24.650999999999996,161.601,FUR-FU-6101,Raw Materials,Paid,2012-12-28,15,Low,United States,United States
SHN-C7A8C7AF,SuperStore,"Smead File Cart, Single Width",2054.88,205.48800000000003,406.86623999999995,2667.2342399999998,OFF-ST-6033,Office Rent,Paid,2012-12-27,5,Low,Egypt,Egypt
SHN-04D7D3C2,"Phones, Technology, TEC-PH-3132","Apple Headset, Cordless",3729.39,372.939,738.4192199999999,4840.7482199999995,None,Logistics Fees,Pending,2012-05-02,5,Low,Germany,Germany
SHN-54D87555,SuperStore,"Eldon File Cart, Industrial",3197.25,319.725,633.0554999999999,4150.0305,OFF-ST-4056,Raw Materials,Paid,2012-12-05,15,Low,Singapore,Singapore
SHN-54DDC88D,SuperStore,"Hewlett Fax Machine, Color",5141.76,514.176,1018.06848,6674.0044800000005,"Copiers, Technology, TEC-CO-4575",Raw Materials,Pending,2013-02-06,15,Low,India,India
SHN-3AAC8A99,,,0.0,0.0,0.0,0.0,,,Paid,2023-06-05,5,Low,,
SHN-76369301,SuperStore,"Cisco Signal Booster, Cordless Phones, Technology, TEC-PH-3800",3867.0,386.70000000000005,765.6659999999999,5019.366,,Raw Materials,Paid,2012-11-22,15,Low,Germany,Germany
SHN-33315D1E,"Chairs, Furniture, FUR-CH-4429","Global Wood Trimmed Manager's Task Chair, Khaki",3275.2799999999997,327.528,648.50544,4251.31344,,Raw Materials,Paid,2012-10-17,15,Low,,United States
SHN-5B41E66C,SuperStore,"Newell Art, Office Supplies, OFF-AR-5309",53.82000000000001,5.3820000000000014,10.656360000000001,69.85836000000002,,Raw Materials,Pending,2012-03-06,15,Low,,United States
SHN-9C6F89EE,SuperStore,"Hoover Stove, White",13881.980000000001,1388.1980000000003,2748.6320400000004,18018.810040000004,OFF-AP-4745,Raw Materials,Paid,2012-11-02,15,Low,Netherlands,Netherlands
SHN-C0940743,SuperStore,"Master Caster Door Stop, Large Neon Orange",29.12,2.9120000000000004,5.76576,37.797760000000004,FUR-FU-5174,Raw Materials,Paid,2012-09-14,15,Low,,United States
SHN-C8855A47,Scot Coram,"Motorola Smart Phone, Cordless",2571.12,257.112,509.08176,3337.31376,TEC-PH-5267,Raw Materials,Paid,2012-06-21,15,Low,India,India
SHN-8FACE90A,SuperStore,"HP Wireless Fax, Laser",3241.8900000000003,324.1890000000001,641.8942200000001,4207.973220000001,TEC-CO-4792,Raw Materials,Paid,2012-10-07,15,Low,China,China
SHN-CF5F8A7D,SuperStore,"Brother Ink, Color",3718.5,371.85,736.2629999999999,4826.612999999999,Ink-001,Raw Materials,Paid,2012-11-24,15,Low,Singapore,Singapore
SHN-0F39D9C7,SuperStore,"Safco Stackable Bookrack, Pine",7366.17,736.6170000000001,1458.50166,9561.28866,FUR-BO-5798,Raw Materials,Paid,2012-02-02,15,Low,China,USA
SHN-71E763C7,SuperStore,"Safco Library with Doors, Pine",625.82,62.58200000000001,123.91236,812.3143600000001,FUR-BO-5787,Raw Materials,Paid,2012-11-22,15,Low,Turkey,Turkey
SHN-1A0DB012,SuperStore,"Memorex Memory Card, Erganomic",3269.28,326.92800000000005,647.31744,4243.52544,TEC-AC-5204,Raw Materials,Pending,2012-06-03,15,Low,Brazil,Brazil
SHN-F5542C1E,SuperStore,"Bush Classic Bookcase, Traditional",10317.0,1031.7,2042.766,13391.466,FUR-BO-3627,Raw Materials,Paid,2012-11-15,15,Low,China,Guangdong
SHN-BF12CF1A,Office Supplies,Xerox 1976,46.650000000000006,4.665000000000001,9.2367,60.551700000000004,OFF-PA-6533,Raw Materials,Paid,2012-08-22,15,Low,,United States
